YEAR,GEOGRAPHY_CODE,GVA,JOBS,HOUSEHOLDS
2047,E06000032,2089.221678653752,21.320950844727406,986
2048,E06000032,2188.8281841386597,21.997242455067237,986
2049,E06000032,2290.293173724409,22.66307342743886,986
2050,E06000032,2393.285025502719,23.314702883143184,986
2020,E06000056,294.2092997041682,4.804708818835607,0
2021,E06000056,389.3007714513269,6.336607641647376,0
2022,E06000056,485.7829136810624,7.839284623938369,0
2023,E06000056,584.8369166149159,9.338261002115459,0
2024,E06000056,688.8345441302517,10.877067288516955,0
2025,E06000056,798.5103044234165,12.467243444329497,0
2026,E06000056,908.7851937228952,13.996339055857788,0
2027,E06000056,1030.2601113238516,15.675913514216774,0
2028,E06000056,1157.7074602694393,17.394536198511503,0
2029,E06000056,1291.7815051206899,19.162786662577872,0
2030,E06000056,1430.4352759005178,20.946254825353364,0
2031,E06000056,1581.6355378231856,22.84554116495117,0
2032,E06000056,1736.703705203524,24.73925691651246,0
2033,E06000056,1899.265159848439,26.682024273912134,0
2034,E06000056,2069.444960836101,28.672476595395267,0
2035,E06000056,2246.8895716098305,30.69625861322399,0
2036,E06000056,2431.403575999462,32.74702664741423,0
2037,E06000056,2623.0093736740837,34.82244882364593,0
2038,E06000056,2822.3016105301986,36.92820529542904,0
2039,E06000056,3029.1162983232607,39.05798847061263,0
2040,E06000056,3243.3421289932157,41.20950324232339,0
2041,E06000056,3465.8206758769047,43.39046722442292,0
2042,E06000056,3695.7245219248434,45.588610991575024,0
2043,E06000056,3933.611628592005,47.808678324016256,0
2044,E06000056,4179.870033271402,50.05242645712369,0
2045,E06000056,4436.090122490241,52.33662633587761,0
2046,E06000056,4701.401365045929,54.64706287431716,0
2047,E06000056,4975.815640542969,56.981535220090365,0
2048,E06000056,5260.025617616555,59.34485702420071,0
2049,E06000056,5554.146576892888,61.735856716056446,0
2050,E06000056,5858.125786678713,64.15137778392841,0
2020,E07000154,206.84351340241847,4.137636963641455,986
2021,E07000154,269.95328819922725,5.357192974286249,986
2022,E07000154,332.90550096960123,6.535790820228186,986
2023,E07000154,396.6381094930366,7.689620208809913,986
2024,E07000154,463.17852375843995,8.865873031903362,986
2025,E07000154,532.3001527704755,10.060743391943106,986
2026,E07000154,601.6515166616991,11.207427628279476,986
2027,E07000154,677.7283980725306,12.457124343856663,986
2028,E07000154,758.0448802808742,13.74003443221909,986
2029,E07000154,841.843356285478,15.044361104851106,986
2030,E07000154,928.3774382817091,16.3563099188531,986
2031,E07000154,1023.7384317935039,17.770088804959443,986
2032,E07000154,1120.6664254418447,19.16490809590175,986
2033,E07000154,1221.8824958179202,20.588980555122276,986
2034,E07000154,1326.855668174514,22.019521405841658,986
2035,E07000154,1436.26824660268,23.488748360485914,986
2036,E07000154,1549.5251150620115,24.971881650476718,986
2037,E07000154,1666.3051237527507,26.462144056389747,986
2038,E07000154,1787.2291650281059,27.968760938486042,986
2039,E07000154,1911.6247785173346,29.4779602676212,986
2040,E07000154,2039.574314649908,30.989972656536168,986
2041,E07000154,2171.608422868523,32.51003139153602,986
2042,E07000154,2307.0189400710133,34.028372464560704,986
2043,E07000154,2446.188149470039,35.54923460565249,986
2044,E07000154,2588.918194047488,37.06885931582636,986
2045,E07000154,2735.851774885192,38.594490900347154,986
2046,E07000154,2886.526364194531,40.1193765024197,986
2047,E07000154,3040.9717891898144,41.64276613729638,986
2048,E07000154,3199.2129858870558,43.163912726807865,986
2049,E07000154,3361.3126933064887,44.68307213432249,986
2050,E07000154,3526.8418814077068,46.193503200139844,986
2020,E07000151,75.2291315981131,1.3904439375058857,0
2021,E07000151,99.94758310816223,1.8443777291732033,0
2022,E07000151,124.97852691023854,2.2868854145311417,0
2023,E07000151,150.91996265996977,2.7320709273425052,0
2024,E07000151,177.65489930110425,3.1750396853468246,0
2025,E07000151,206.1917669686236,3.638898612291456,0
2026,E07000151,233.5026047964884,4.050756160301361,0
2027,E07000151,264.14859573383274,4.518722332593107,0
2028,E07000151,296.9399532017851,5.009908706538745,0
2029,E07000151,330.7135184292929,5.499428457084889,0
2030,E07000151,364.85452000433315,5.975396380532601,0
2031,E07000151,402.35848418763726,6.4889289186840315,0
2032,E07000151,440.54423335769025,6.993144183361537,0
2033,E07000151,480.70475869982147,7.5121619813050415,0
2034,E07000151,522.71156233184,8.042103839453887,0
2035,E07000151,566.5860336086621,8.581093030619172,0
2036,E07000151,612.1678303330164,9.125254599552818,0
2037,E07000151,659.5857185744549,9.675715389419615,0
2038,E07000151,708.9864225400138,10.233604068678723,0
2039,E07000151,760.2792702472561,10.796051158381175,0
2040,E07000151,813.4386709361906,11.362189059889921,0
2041,E07000151,868.5953111568906,11.933152083029213,0
2042,E07000151,925.7439522745481,12.50807647467019,0
2043,E07000151,984.9487963004749,13.087100447759468,0
2044,E07000151,1046.2294223534377,13.6693642107981,0
2045,E07000151,1109.825671070484,14.257009997777793,0
2046,E07000151,1175.5706819698153,14.847182098581747,0
2047,E07000151,1243.6470603252542,15.441026889857767,0
2048,E07000151,1314.0770275796735,16.03769286637089,0
2049,E07000151,1386.8893946153548,16.63733067284329,0
2050,E07000151,1462.0811470053923,17.238093136289457,0
2020,E07000156,66.30187931617343,1.247189617360732,0
2021,E07000156,84.89280114016196,1.5784508792264944,0
2022,E07000156,103.44700398188661,1.8950713901895995,0
2023,E07000156,122.2259263434612,2.203094493705933,0
2024,E07000156,141.1880263172834,2.5005641884082905,0
2025,E07000156,161.6589499372733,2.8175251387681257,0
2026,E07000156,181.3351804405661,3.1000226859359685,0
2027,E07000156,203.40975485904482,3.4211028587633194,0
2028,E07000156,227.0251150912468,3.7578123850094514,0
2029,E07000156,251.32574482843256,4.093198702735947,0
2030,E07000156,275.9808124924057,4.421309971892313,0
2031,E07000156,302.6666907229064,4.768195086095687,0
2032,E07000156,329.73510350962124,5.1069036846084686,0
2033,E07000156,358.0096333638098,5.452486164516365,0
2034,E07000156,387.44221352247223,5.802993693111105,0
2035,E07000156,418.0881475807123,6.158478220480774,0
2036,E07000156,449.8171129308157,6.515992492311369,0
2037,E07000156,482.606005198465,6.874590062903344,0
2038,E07000156,516.5606764707704,7.235325308406587,0
2039,E07000156,551.4572969992428,7.594253440277505,0
2040,E07000156,587.3047783050501,7.951430518962326,0
2041,E07000156,624.207136472553,8.307913467809897,0
2042,E07000156,662.0174155878703,8.661760087218411,0
2043,E07000156,700.7501554735554,9.013029069019595,0
2044,E07000156,740.5192420803128,9.36278001110476,0
2045,E07000156,781.3047371342082,9.710073432296504,0
2046,E07000156,823.161517208162,10.055970787470358,0
2047,E07000156,866.065379566402,10.399534482930697,0
2048,E07000156,910.0326466818333,10.740827892044976,0
2049,E07000156,955.1501886993933,11.080915371141124,0
2050,E07000156,1001.3071593368563,11.417862275671872,0
2020,E07000155,54.66078545606183,1.164198342679832,0
2021,E07000155,73.25054425749295,1.5414559940829093,0
2022,E07000155,92.12430493270631,1.9120273365036127,0
2023,E07000155,111.82500533729285,2.2890620165394395,0
2024,E07000155,132.57373833060205,2.677712214390631,0
2025,E07000155,154.7100589971526,3.08613268886824,0
2026,E07000155,176.79413006638083,3.474480823234501,0
2027,E07000155,201.78810850273112,3.9159166718914946,0
2028,E07000155,228.19094134802822,4.371603007934112,0
2029,E07000155,255.93810562474005,4.83970537158396,0
2030,E07000155,284.4629268024362,5.308392119520995,0
2031,E07000155,317.07714677422155,5.838834475130135,0
2032,E07000155,350.4016314461296,6.366206579680025,0
2033,E07000155,385.49126348729715,6.910685544452193,0
2034,E07000155,422.39717553796436,7.47145150383858,0
2035,E07000155,460.7406531500824,8.039687669425874,0
2036,E07000155,500.6117014896545,8.61558038508575,0
2037,E07000155,542.0269607475348,9.198319183090184,0
2038,E07000155,585.1242050802639,9.790096841271364,0
2039,E07000155,629.7663790566162,10.387109441246636,0
2040,E07000155,676.1173509029181,10.99155642772827,0
2041,E07000155,724.2874089616903,11.604640668939545,0
2042,E07000155,774.2084721003953,12.224568518157845,0
2043,E07000155,825.9371934495443,12.851549876406594,0
2044,E07000155,879.5617739165677,13.485798256318432,0
2045,E07000155,935.210730943114,14.12853084719135,0
2046,E07000155,992.8914936211982,14.778968581261651,0
2047,E07000155,1052.6699981691931,15.437336201216482,0
2048,E07000155,1114.4824793896482,16.101862328969844,0
2049,E07000155,1178.538499399382,16.77477953572682,0
2050,E07000155,1244.7055644550496,17.453324413360384,0
