YEAR,GEOGRAPHY_CODE,GVA,JOBS,HOUSEHOLDS
2042,E06000030,3168.6332133594115,26.009360855711492,-147.04987377157101
2043,E06000030,3383.267875759542,27.264149675556382,-147.04987377157101
2044,E06000030,3606.335482119397,28.527502967038316,-147.04987377157101
2045,E06000030,3838.6290601061446,29.805814984325025,-147.04987377157101
2046,E06000030,4080.2619032799485,31.095487257859247,-147.04987377157101
2047,E06000030,4331.6677761075025,32.39892873052537,-147.04987377157101
2048,E06000030,4592.99646028081,33.71255589637292,-147.04987377157101
2049,E06000030,4864.849732881628,35.0397929419446,-147.04987377157101
2050,E06000030,5147.333043902418,36.37607189025826,-147.04987377157101
2020,E06000042,588.4253744313264,8.219933732800627,-301.573881633541
2021,E06000042,806.4990517310634,11.226299839824406,-295.02429211619204
2022,E06000042,1033.2795103660537,14.261338625968904,-350.47267717842004
2023,E06000042,1272.1380395516935,17.37699445325299,-343.20293513867597
2024,E06000042,1523.1582353495924,20.565255247189185,-337.262645817863
2025,E06000042,1787.8041331332624,23.859153494065794,-327.671464861325
2026,E06000042,2065.3350098495685,27.187767261535186,-324.37845311203
2027,E06000042,2364.6485794581567,30.73822124306281,-314.927840139775
2028,E06000042,2688.1806715662187,34.49968782680571,-309.73380144136297
2029,E06000042,3028.655203266613,38.36138818950286,-300.658897750598
2030,E06000042,3382.893716202867,42.27559341597342,-293.530498886217
2031,E06000042,3769.899831077413,46.443625644833986,-287.157911334351
2032,E06000042,4171.468080575996,50.663859241060294,-277.88920987115
